timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
20180523-154227.625;-53;-41;-54;-70;-70;-70;-70;-70
20180523-154227.859;-54;-43.5;-56;-70;-70;-70;-70;-70
20180523-154228.109;-52.5;-43.5;-56;-70;-70;-70;-70;-70
20180523-154228.359;-53;-43.5;-53.5;-70;-70;-70;-70;-70
20180523-154228.859;-54.5;-43.5;-54;-70;-70;-70;-70;-70
20180523-154229.109;-55;-43.5;-53;-70;-70;-70;-70;-70
20180523-154229.359;-52.5;-43.5;-55;-70;-70;-70;-70;-70
20180523-154229.609;-53.5;-42.5;-53;-70;-70;-70;-70;-70
20180523-154229.859;-52.5;-43.5;-54;-70;-70;-70;-70;-70
20180523-154230.125;-53.5;-43;-52.5;-70;-70;-70;-70;-70
20180523-154230.359;-53;-43.5;-54.5;-70;-70;-70;-70;-70
20180523-154230.609;-53.5;-43.5;-54.5;-70;-70;-70;-70;-70
20180523-154230.859;-54.5;-43.5;-55.5;-70;-70;-70;-70;-70
20180523-154231.140;-53.5;-44;-52.5;-70;-70;-70;-70;-70
20180523-154231.375;-53.5;-43;-53.5;-70;-70;-70;-70;-70
20180523-154231.609;-49.5;-41;-56;-70;-70;-70;-70;-70
20180523-154231.859;-50.5;-43.5;-52.5;-70;-70;-70;-70;-70
20180523-154232.125;-54.5;-43;-55.5;-70;-70;-70;-70;-70
20180523-154232.359;-52.5;-43;-55.5;-70;-70;-70;-70;-70
20180523-154232.609;-51;-40;-53;-70;-70;-70;-70;-70
20180523-154232.875;-54;-42.5;-57;-70;-70;-70;-70;-70
20180523-154233.125;-52.5;-44;-53;-70;-70;-70;-70;-70
20180523-154233.359;-52;-43;-54.5;-70;-70;-70;-70;-70
20180523-154233.625;-55;-43.5;-56;-70;-70;-70;-70;-70
20180523-154233.875;-54;-42.5;-53;-70;-70;-70;-70;-70
20180523-154234.109;-53;-43.5;-54;-70;-70;-70;-70;-70
