timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-160219.140;-49.5;-41;-56;-70;-70;-70;-70;-70
2018-05-23-160219.390;-53.5;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160219.640;-54.5;-43;-55;-70;-70;-70;-70;-70
2018-05-23-160219.890;-49.5;-40;-53.5;-70;-70;-70;-70;-70
2018-05-23-160220.140;-53.5;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160220.390;-53;-42;-57.5;-70;-70;-70;-70;-70
2018-05-23-160220.640;-54;-44;-52.5;-70;-70;-70;-70;-70
2018-05-23-160220.890;-50.5;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-160221.140;-55.5;-43.5;-55;-70;-70;-70;-70;-70
2018-05-23-160221.390;-54.5;-42.5;-54;-70;-70;-70;-70;-70
2018-05-23-160221.640;-52.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-160221.890;-54;-43.5;-56.5;-70;-70;-70;-70;-70
2018-05-23-160222.140;-49.5;-44;-70;-70;-70;-70;-70;-70
2018-05-23-160222.390;-53.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-160222.640;-53;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-160222.890;-53;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-160223.140;-53;-40.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-160223.390;-54.5;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-160223.640;-52;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160223.890;-54.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160224.140;-52.5;-44;-54;-70;-70;-70;-70;-70
2018-05-23-160224.390;-53;-43;-54;-70;-70;-70;-70;-70
2018-05-23-160224.640;-52.5;-39.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160224.890;-51;-39.5;-50.5;-70;-70;-70;-70;-70
2018-05-23-160225.140;-49.5;-40;-53.5;-70;-70;-70;-70;-70
2018-05-23-160225.390;-50;-41;-54;-70;-70;-70;-70;-70
2018-05-23-160225.640;-54.5;-44;-57;-70;-70;-70;-70;-70
2018-05-23-160225.890;-52.5;-44;-55;-70;-70;-70;-70;-70
2018-05-23-160226.140;-54;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160226.390;-52.5;-43.5;-56.5;-70;-70;-70;-70;-70
2018-05-23-160226.640;-54.5;-43.5;-55;-70;-70;-70;-70;-70
2018-05-23-160226.890;-53.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160227.140;-52.5;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-160227.390;-51;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-160227.640;-53;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-160227.890;-53.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-160228.140;-53;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160228.390;-54;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-160228.640;-54;-44;-55;-70;-70;-70;-70;-70
2018-05-23-160228.890;-54;-43;-53;-70;-70;-70;-70;-70
2018-05-23-160229.140;-54.5;-43.5;-70;-70;-70;-70;-70;-70
2018-05-23-160229.406;-54;-43;-53.5;-70;-70;-70;-70;-70
