timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-160229.656;-53.5;-43.5;-55;-70;-70;-70;-70;-70
2018-05-23-160229.890;-54;-43;-54;-70;-70;-70;-70;-70
2018-05-23-160230.140;-54.5;-40;-55;-70;-70;-70;-70;-70
2018-05-23-160230.406;-51;-42.5;-52;-70;-70;-70;-70;-70
2018-05-23-160230.640;-54;-40;-70;-70;-70;-70;-70;-70
2018-05-23-160230.890;-53;-43;-54;-70;-70;-70;-70;-70
2018-05-23-160231.140;-50;-40.5;-55;-70;-70;-70;-70;-70
2018-05-23-160231.390;-54;-43;-54;-70;-70;-70;-70;-70
2018-05-23-160231.640;-52;-43;-55;-70;-70;-70;-70;-70
2018-05-23-160231.890;-53;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-160232.140;-54.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-160232.390;-54.5;-42.5;-70;-70;-70;-70;-70;-70
2018-05-23-160232.640;-53;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-160232.890;-53.5;-42.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-160233.156;-54;-70;-70;-70;-70;-70;-70;-70
2018-05-23-160233.156;-53;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-160233.390;-53;-40.5;-55;-70;-70;-70;-70;-70
2018-05-23-160233.640;-54;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-160233.890;-52;-43;-54;-70;-70;-70;-70;-70
2018-05-23-160234.140;-52.5;-43;-54.5;-70;-70;-70;-70;-70
2018-05-23-160234.390;-53;-44;-55;-70;-70;-70;-70;-70
2018-05-23-160234.640;-53;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160234.890;-52;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160234.906;-52.5;-39.5;-50;-70;-70;-70;-70;-70
2018-05-23-160235.140;-50.5;-43;-51;-70;-70;-70;-70;-70
2018-05-23-160235.390;-53;-44;-55;-70;-70;-70;-70;-70
2018-05-23-160235.640;-55;-41;-54;-70;-70;-70;-70;-70
2018-05-23-160235.890;-53;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-160236.140;-54;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-160236.390;-54;-44;-55;-70;-70;-70;-70;-70
2018-05-23-160236.640;-52.5;-43.5;-57;-70;-70;-70;-70;-70
2018-05-23-160236.890;-55.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-160237.140;-53;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160237.390;-53;-40;-70;-70;-70;-70;-70;-70
2018-05-23-160237.640;-53;-43;-54.5;-70;-70;-70;-70;-70
2018-05-23-160237.890;-53.5;-43;-52;-70;-70;-70;-70;-70
2018-05-23-160238.140;-54.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160238.390;-53;-44;-70;-70;-70;-70;-70;-70
2018-05-23-160238.640;-54.5;-43.5;-57;-70;-70;-70;-70;-70
2018-05-23-160238.906;-53.5;-44;-53.5;-70;-70;-70;-70;-70
2018-05-23-160239.140;-54;-42.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-160239.390;-52.5;-43;-55.5;-70;-70;-70;-70;-70
2018-05-23-160239.640;-54;-43;-53;-70;-70;-70;-70;-70
2018-05-23-160239.890;-53.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-160240.140;-53.5;-40.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160240.390;-55;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-160240.640;-53;-40;-54;-70;-70;-70;-70;-70
2018-05-23-160240.890;-53.5;-44;-56.5;-70;-70;-70;-70;-70
2018-05-23-160241.140;-52.5;-43;-52.5;-70;-70;-70;-70;-70
2018-05-23-160241.390;-50;-40.5;-57;-70;-70;-70;-70;-70
2018-05-23-160241.640;-53.5;-42.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-160241.890;-52;-43;-53;-70;-70;-70;-70;-70
2018-05-23-160242.140;-53.5;-43.5;-70;-70;-70;-70;-70;-70
2018-05-23-160242.390;-49.5;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-160242.640;-55;-43;-52;-70;-70;-70;-70;-70
2018-05-23-160242.890;-52.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-160243.140;-53.5;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-160243.390;-54;-43.5;-54;-70;-70;-70;-70;-70
