timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-161924.156;-54;-43.5;-70;-70;-70;-70;-70;-70
2018-05-23-161924.406;-54.5;-43;-52;-70;-70;-70;-70;-70
2018-05-23-161924.656;-53.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-161924.906;-54.5;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161925.156;-53.5;-42.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161925.406;-54;-40;-53.5;-70;-70;-70;-70;-70
2018-05-23-161925.671;-54;-44;-57;-70;-70;-70;-70;-70
2018-05-23-161925.906;-50;-43;-54;-70;-70;-70;-70;-70
2018-05-23-161926.156;-55;-40.5;-53;-70;-70;-70;-70;-70
2018-05-23-161926.406;-55;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161926.656;-53;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161926.906;-53.5;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161927.156;-54.5;-43.5;-56.5;-70;-70;-70;-70;-70
2018-05-23-161927.406;-49.5;-44;-52.5;-70;-70;-70;-70;-70
2018-05-23-161927.671;-52.5;-43;-54;-70;-70;-70;-70;-70
2018-05-23-161927.921;-54;-42.5;-55;-70;-70;-70;-70;-70
2018-05-23-161928.156;-52.5;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161928.406;-52;-40.5;-55;-70;-70;-70;-70;-70
2018-05-23-161928.671;-52.5;-43.5;-51.5;-70;-70;-70;-70;-70
2018-05-23-161928.906;-54.5;-43;-54.5;-70;-70;-70;-70;-70
2018-05-23-161929.156;-52.5;-40.5;-53;-70;-70;-70;-70;-70
2018-05-23-161929.421;-54;-43;-52;-70;-70;-70;-70;-70
2018-05-23-161929.671;-52;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161929.906;-54.5;-42.5;-50.5;-70;-70;-70;-70;-70
2018-05-23-161930.156;-52.5;-40;-51.5;-70;-70;-70;-70;-70
2018-05-23-161930.406;-52.5;-43.5;-56.5;-70;-70;-70;-70;-70
2018-05-23-161930.656;-50.5;-40.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-161930.906;-53;-43.5;-57.5;-70;-70;-70;-70;-70
