timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-161931.156;-53.5;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161931.187;-53.5;-70;-70;-70;-70;-70;-70;-70
2018-05-23-161931.406;-54;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161931.687;-53.5;-43.5;-56.5;-70;-70;-70;-70;-70
2018-05-23-161931.906;-53.5;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-161932.156;-52;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-161932.406;-54.5;-70;-70;-70;-70;-70;-70;-70
2018-05-23-161932.406;-53;-42;-54.5;-70;-70;-70;-70;-70
2018-05-23-161932.656;-53;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-161932.906;-53.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-161933.156;-53.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-161933.406;-54.5;-44;-55;-70;-70;-70;-70;-70
2018-05-23-161933.671;-55;-43.5;-57.5;-70;-70;-70;-70;-70
2018-05-23-161933.906;-53;-44;-52.5;-70;-70;-70;-70;-70
2018-05-23-161934.156;-54.5;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-161934.406;-49.5;-41;-57;-70;-70;-70;-70;-70
2018-05-23-161934.656;-52;-43;-52;-70;-70;-70;-70;-70
2018-05-23-161934.906;-53.5;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-161935.156;-50;-43;-53;-70;-70;-70;-70;-70
2018-05-23-161935.406;-53.5;-43;-51;-70;-70;-70;-70;-70
2018-05-23-161935.906;-53;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161936.171;-50.5;-43;-70;-70;-70;-70;-70;-70
2018-05-23-161936.421;-54;-44;-56;-70;-70;-70;-70;-70
2018-05-23-161936.656;-53.5;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161936.906;-52.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-161937.156;-54;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161937.406;-55;-44;-56;-70;-70;-70;-70;-70
2018-05-23-161937.656;-54.5;-42.5;-54;-70;-70;-70;-70;-70
2018-05-23-161937.906;-54.5;-43;-52.5;-70;-70;-70;-70;-70
2018-05-23-161938.156;-52.5;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-161938.406;-52;-40.5;-54;-70;-70;-70;-70;-70
2018-05-23-161938.656;-55;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161938.906;-52;-43;-53;-70;-70;-70;-70;-70
2018-05-23-161939.156;-52;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-161939.421;-54;-43;-51;-70;-70;-70;-70;-70
2018-05-23-161939.671;-53;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161939.921;-52;-43;-54;-70;-70;-70;-70;-70
2018-05-23-161940.171;-50.5;-39.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161940.421;-53;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-161940.656;-50.5;-41;-56;-70;-70;-70;-70;-70
2018-05-23-161940.906;-54.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-161941.156;-53;-43.5;-70;-70;-70;-70;-70;-70
2018-05-23-161941.406;-55.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-161941.671;-52.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-161941.906;-55;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161942.156;-52.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-161942.406;-52;-40;-53.5;-70;-70;-70;-70;-70
2018-05-23-161942.656;-53;-42;-53;-70;-70;-70;-70;-70
2018-05-23-161942.906;-53.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-161943.156;-54.5;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161943.406;-53;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-161943.656;-54.5;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-161943.906;-53.5;-44;-57;-70;-70;-70;-70;-70
2018-05-23-161944.171;-54;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161944.406;-54.5;-43;-56;-70;-70;-70;-70;-70
2018-05-23-161944.656;-50.5;-41;-52.5;-70;-70;-70;-70;-70
2018-05-23-161944.906;-54.5;-70;-52.5;-70;-70;-70;-70;-70
2018-05-23-161945.156;-54;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161945.406;-49.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-161945.656;-55;-42.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-161946.171;-52.5;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161946.421;-50.5;-40.5;-52;-70;-70;-70;-70;-70
2018-05-23-161946.656;-54.5;-42.5;-56;-70;-70;-70;-70;-70
2018-05-23-161946.906;-53;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-161947.156;-53.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-161947.406;-54.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-161947.656;-49.5;-44;-55.5;-70;-70;-70;-70;-70
2018-05-23-161947.656;-50;-42.5;-70;-70;-70;-70;-70;-70
2018-05-23-161947.906;-53;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-161948.171;-54;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-161948.406;-52.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-161948.656;-52.5;-43.5;-70;-70;-70;-70;-70;-70
