timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-162331.421;-52.5;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162331.656;-52.5;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162331.906;-54.5;-40.5;-53;-70;-70;-70;-70;-70
2018-05-23-162332.171;-49.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162332.421;-53;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162332.656;-52.5;-43;-54;-70;-70;-70;-70;-70
2018-05-23-162332.921;-50.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162333.156;-53;-43;-52.5;-70;-70;-70;-70;-70
2018-05-23-162333.421;-54.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162333.671;-50;-39.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162333.906;-52.5;-40;-53.5;-70;-70;-70;-70;-70
2018-05-23-162334.421;-53;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162334.671;-53;-43;-57.5;-70;-70;-70;-70;-70
2018-05-23-162334.921;-55.5;-44;-54;-70;-70;-70;-70;-70
2018-05-23-162335.171;-54.5;-44;-57;-70;-70;-70;-70;-70
2018-05-23-162335.421;-53;-43.5;-55;-70;-70;-70;-70;-70
2018-05-23-162335.656;-52.5;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-162335.921;-53;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162336.156;-53;-43;-54;-70;-70;-70;-70;-70
2018-05-23-162336.421;-53;-43;-52.5;-70;-70;-70;-70;-70
2018-05-23-162336.671;-53;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-162336.921;-54;-43.5;-57;-70;-70;-70;-70;-70
2018-05-23-162337.171;-55;-43.5;-57;-70;-70;-70;-70;-70
2018-05-23-162337.421;-53;-44;-70;-70;-70;-70;-70;-70
2018-05-23-162337.687;-53.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-162337.921;-53.5;-44;-55;-70;-70;-70;-70;-70
2018-05-23-162338.156;-52;-42.5;-54;-70;-70;-70;-70;-70
2018-05-23-162338.406;-53.5;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162338.671;-53;-43;-54;-70;-70;-70;-70;-70
2018-05-23-162338.921;-54.5;-42.5;-52;-70;-70;-70;-70;-70
