timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8;
2018-05-23-162314.156;-53;-44;-55.5;-70;-70;-70;-70;-70
2018-05-23-162314.406;-53;-43;-54.5;-70;-70;-70;-70;-70
2018-05-23-162314.671;-55.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162314.906;-54;-43.5;-57.5;-70;-70;-70;-70;-70
2018-05-23-162315.171;-52.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-162315.406;-52;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-162315.406;-52;-43.5;-70;-70;-70;-70;-70;-70
2018-05-23-162315.656;-53;-70;-54.5;-70;-70;-70;-70;-70
2018-05-23-162315.906;-53;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162316.156;-54;-43;-53;-70;-70;-70;-70;-70
2018-05-23-162316.406;-54;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162316.671;-54;-44;-58.5;-70;-70;-70;-70;-70
2018-05-23-162316.921;-54.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162317.171;-52.5;-44;-56;-70;-70;-70;-70;-70
2018-05-23-162317.421;-54.5;-42.5;-52;-70;-70;-70;-70;-70
2018-05-23-162317.671;-52.5;-41;-53;-70;-70;-70;-70;-70
2018-05-23-162317.921;-54;-43;-53.5;-70;-70;-70;-70;-70
2018-05-23-162318.156;-54;-43.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-162318.406;-54;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162318.671;-53.5;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-162318.906;-55;-42;-53.5;-70;-70;-70;-70;-70
2018-05-23-162319.171;-53.5;-44;-56;-70;-70;-70;-70;-70
2018-05-23-162319.421;-53;-43;-55;-70;-70;-70;-70;-70
2018-05-23-162319.656;-50;-43;-56;-70;-70;-70;-70;-70
2018-05-23-162319.921;-52;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162320.156;-53;-43.5;-52;-70;-70;-70;-70;-70
2018-05-23-162320.406;-55;-43.5;-57;-70;-70;-70;-70;-70
2018-05-23-162320.656;-52.5;-41;-54.5;-70;-70;-70;-70;-70
2018-05-23-162320.906;-50.5;-42.5;-54;-70;-70;-70;-70;-70
2018-05-23-162321.171;-52.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162321.421;-52;-42.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-162321.656;-55;-40.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-162321.921;-54;-43.5;-55;-70;-70;-70;-70;-70
2018-05-23-162322.171;-49.5;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-162322.421;-54.5;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162322.656;-49.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162322.906;-53;-43;-54;-70;-70;-70;-70;-70
2018-05-23-162323.171;-52.5;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-162323.406;-51;-40;-51;-70;-70;-70;-70;-70
2018-05-23-162323.656;-50;-43.5;-52.5;-70;-70;-70;-70;-70
2018-05-23-162323.906;-52.5;-41;-54;-70;-70;-70;-70;-70
2018-05-23-162324.171;-54;-44;-54.5;-70;-70;-70;-70;-70
2018-05-23-162324.406;-53;-44;-56;-70;-70;-70;-70;-70
2018-05-23-162324.656;-55;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162324.906;-53;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162325.156;-53.5;-43.5;-54.5;-70;-70;-70;-70;-70
2018-05-23-162325.421;-52.5;-43.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162325.656;-51.5;-42.5;-53.5;-70;-70;-70;-70;-70
2018-05-23-162325.921;-53;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162326.156;-53.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-162326.406;-54;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162326.671;-53.5;-43.5;-54;-70;-70;-70;-70;-70
2018-05-23-162326.906;-53;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162327.171;-54.5;-44;-56.5;-70;-70;-70;-70;-70
2018-05-23-162327.406;-54.5;-42.5;-53;-70;-70;-70;-70;-70
2018-05-23-162327.671;-53.5;-43;-54.5;-70;-70;-70;-70;-70
2018-05-23-162327.921;-49.5;-42.5;-70;-70;-70;-70;-70;-70
2018-05-23-162328.156;-52;-43;-53;-70;-70;-70;-70;-70
2018-05-23-162328.406;-54.5;-43;-54;-70;-70;-70;-70;-70
2018-05-23-162328.671;-49.5;-43.5;-53;-70;-70;-70;-70;-70
2018-05-23-162328.921;-55;-42.5;-54;-70;-70;-70;-70;-70
2018-05-23-162329.171;-53;-44;-55.5;-70;-70;-70;-70;-70
2018-05-23-162329.421;-52.5;-43;-52.5;-70;-70;-70;-70;-70
2018-05-23-162329.687;-55;-40.5;-51.5;-70;-70;-70;-70;-70
2018-05-23-162329.906;-54.5;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162330.187;-54.5;-43;-53;-70;-70;-70;-70;-70
2018-05-23-162330.406;-53;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162330.671;-54;-43.5;-56;-70;-70;-70;-70;-70
2018-05-23-162330.921;-50;-44.5;-55.5;-70;-70;-70;-70;-70
2018-05-23-162331.171;-54;-43.5;-53;-70;-70;-70;-70;-70
