timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8
22:07:32.750;-36;-80;-62;-80;-80;-80;-80;-80
22:07:33.250;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:33.500;-36;-80;-62;-80;-80;-80;-80;-80
22:07:33.750;-36;-80;-80;-80;-80;-80;-80;-80
22:07:34.000;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:34.250;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:34.500;-39;-62;-63.5;-80;-80;-80;-80;-80
22:07:34.750;-36;-63;-80;-80;-80;-80;-80;-80
22:07:35.000;-37;-60;-80;-80;-80;-80;-80;-80
22:07:35.250;-37;-80;-63;-80;-80;-80;-80;-80
22:07:35.750;-37;-80;-80;-80;-80;-80;-80;-80
22:07:36.000;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:36.250;-37.5;-80;-80;-80;-80;-80;-80;-80
22:07:36.500;-37;-80;-80;-80;-80;-80;-80;-80
22:07:36.750;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:37.000;-38;-80;-80;-80;-80;-80;-80;-80
22:07:37.250;-38;-80;-80;-80;-80;-80;-80;-80
22:07:37.500;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:37.750;-38;-80;-80;-80;-80;-80;-80;-80
22:07:38.250;-36;-80;-80;-80;-80;-80;-80;-80
22:07:38.500;-38.5;-80;-80;-66.5;-80;-80;-80;-80
22:07:38.750;-37;-80;-80;-80;-80;-80;-80;-80
22:07:39.000;-37.5;-80;-80;-80;-80;-80;-80;-80
22:07:39.500;-38;-80;-80;-80;-80;-80;-80;-80
22:07:40.000;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:40.250;-36;-80;-80;-80;-80;-80;-80;-80
22:07:40.750;-35;-80;-80;-80;-80;-80;-80;-80
22:07:41.000;-35;-80;-80;-80;-80;-80;-80;-80
22:07:41.250;-35;-80;-80;-80;-80;-80;-80;-80
22:07:41.500;-38;-80;-80;-80;-80;-80;-80;-80
22:07:42.000;-36;-80;-80;-80;-80;-80;-80;-80
22:07:42.250;-36;-63;-62.5;-80;-80;-80;-80;-80
22:07:42.500;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:42.750;-35.5;-62.5;-80;-80;-80;-80;-80;-80
22:07:43.000;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:43.250;-35;-80;-80;-80;-80;-80;-80;-80
22:07:43.515;-37.5;-80;-80;-80;-80;-80;-80;-80
22:07:43.765;-36;-80;-62.5;-80;-80;-80;-80;-80
22:07:44.000;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:44.250;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:44.500;-36;-80;-80;-80;-80;-80;-80;-80
22:07:44.750;-39;-63;-80;-80;-80;-80;-80;-80
22:07:45.000;-38.5;-60;-61;-80;-80;-80;-80;-80
22:07:45.250;-37;-80;-80;-80;-80;-80;-80;-80
22:07:45.500;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:45.750;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:46.000;-37;-80;-80;-80;-80;-80;-80;-80
22:07:46.250;-34;-80;-80;-80;-80;-80;-80;-80
22:07:47.000;-36;-80;-80;-80;-80;-80;-80;-80
22:07:47.500;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:47.750;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:48.000;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:48.250;-38.5;-61.5;-80;-80;-80;-80;-80;-80
22:07:48.500;-36;-80;-80;-80;-80;-80;-80;-80
22:07:48.750;-34.5;-62;-80;-80;-80;-80;-80;-80
22:07:49.000;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:49.250;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:49.500;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:49.750;-38.5;-65.5;-80;-80;-80;-80;-80;-80
22:07:50.000;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:50.250;-38;-80;-80;-80;-80;-80;-80;-80
22:07:50.500;-38;-80;-80;-80;-80;-80;-80;-80
22:07:50.750;-35;-80;-80;-80;-80;-80;-80;-80
22:07:51.000;-38;-80;-80;-80;-80;-80;-80;-80
22:07:51.250;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:51.750;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:52.250;-36;-80;-63;-80;-80;-80;-80;-80
22:07:52.750;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:53.000;-36;-62;-62;-80;-80;-80;-80;-80
22:07:53.250;-35;-80;-64;-80;-80;-80;-80;-80
22:07:53.500;-35.5;-80;-80;-80;-80;-80;-80;-80
22:07:54.000;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:54.250;-34.5;-80;-80;-80;-80;-80;-80;-80
22:07:54.500;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:54.750;-38.5;-62.5;-80;-80;-80;-80;-80;-80
22:07:55.000;-39;-62;-63.5;-80;-80;-80;-80;-80
22:07:55.500;-37;-80;-80;-80;-80;-80;-80;-80
22:07:55.765;-38.5;-80;-80;-80;-80;-80;-80;-80
22:07:56.000;-36.5;-80;-80;-80;-80;-80;-80;-80
