timestamp	rssi1	rssi2	rssi3	rssi4	rssi5	rssi6	rssi7	rssi8
2018-05-31 21:45:17.718	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.000	-55	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.000	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.218	-54	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.468	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.718	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:18.953	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:19.203	-54.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:19.453	-58	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:19.703	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:19.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:20.203	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:20.468	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:20.734	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:20.953	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:21.218	-58	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:21.453	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:21.703	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:21.953	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:22.203	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:22.468	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:22.718	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:22.953	-53	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:23.203	-54	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:23.453	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:23.703	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:23.953	-59	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:24.453	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:24.703	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:24.953	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:25.203	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:25.468	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:25.703	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:25.953	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:26.203	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:26.453	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:26.703	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:26.953	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:27.203	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:27.468	-53	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:27.968	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:28.203	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:28.453	-54	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:28.718	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:28.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:29.203	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:29.453	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:29.718	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:29.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:30.203	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:30.453	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:30.953	-60.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:31.203	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:31.453	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:31.703	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:32.234	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:32.453	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:32.703	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:32.953	-58	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:33.218	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:33.453	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:33.703	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:33.968	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:34.703	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:34.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:35.203	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:35.453	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:35.703	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:35.953	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:36.234	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:36.718	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:36.953	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:37.468	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:37.703	-53	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:37.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:38.203	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:38.453	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:38.703	-54	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:38.968	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:39.218	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:39.453	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:39.703	-55.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:39.953	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:40.218	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:40.468	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:40.703	-57	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:40.968	-60	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:41.218	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:41.468	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:41.718	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:41.953	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:42.218	-58.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:42.468	-54.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:42.703	-57.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:43.218	-53	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:43.468	-56	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:43.703	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:43.953	-56.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:44.203	-60	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:45:44.718	-56.5	-80	-80	-80	-80	-80	-80	-80
