timestamp	rssi1	rssi2	rssi3	rssi4	rssi5	rssi6	rssi7	rssi8
2018-05-31 21:28:47.687	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:47.937	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:48.187	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:48.437	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:48.687	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:48.937	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:49.187	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:49.437	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:49.687	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:49.937	-52.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:50.187	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:50.468	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:50.468	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:50.703	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:50.937	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:51.187	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:51.437	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:51.687	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:51.937	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:52.187	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:52.437	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:52.687	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:52.687	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:52.937	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:53.187	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:53.437	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:53.687	-51	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:53.937	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:54.187	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:54.437	-48.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:54.687	-49	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:54.937	-49	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:55.187	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:55.437	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:55.687	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:55.937	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:56.187	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:56.437	-51.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:56.687	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:56.937	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:57.218	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:57.218	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:57.437	-50	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:57.687	-49.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:57.937	-49	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:58.187	-49	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:58.437	-46.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:58.687	-50.5	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:58.937	-48	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:59.187	-48	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:59.437	-52	-80	-80	-80	-80	-80	-80	-80
2018-05-31 21:28:59.687	-51.5	-80	-80	-80	-80	-80	-80	-80
