timestamp;rssi1;rssi2;rssi3;rssi4;rssi5;rssi6;rssi7;rssi8
21:04:07.890;-32.5;-80;-80;-80;-80;-80;-80;-80
21:04:08.156;-30;-80;-80;-80;-80;-80;-80;-80
21:04:08.390;-34.5;-80;-80;-80;-80;-80;-80;-80
21:04:08.640;-32.5;-80;-61.5;-80;-80;-80;-80;-80
21:04:08.890;-35;-80;-80;-80;-80;-80;-80;-80
21:04:09.140;-33;-80;-80;-61;-80;-80;-80;-80
21:04:09.890;-32;-80;-80;-80;-80;-80;-80;-80
21:04:10.390;-31.5;-80;-80;-80;-80;-80;-80;-80
21:04:10.390;-31.5;-80;-80;-80;-80;-80;-80;-80
21:04:10.890;-35;-80;-80;-80;-80;-80;-80;-80
21:04:11.406;-34.5;-80;-80;-80;-80;-80;-80;-80
21:04:12.156;-33;-80;-80;-80;-80;-80;-80;-80
21:04:12.390;-35.5;-80;-80;-61;-80;-80;-80;-80
21:04:12.640;-35.5;-80;-80;-61.5;-80;-80;-80;-80
21:04:12.890;-33.5;-80;-80;-80;-80;-80;-80;-80
21:04:13.140;-32.5;-80;-80;-80;-80;-80;-80;-80
21:04:13.390;-35;-80;-80;-80;-80;-80;-80;-80
21:04:13.906;-31.5;-80;-80;-80;-80;-80;-80;-80
21:04:14.156;-30.5;-80;-80;-80;-80;-80;-80;-80
21:04:14.390;-32;-80;-80;-80;-80;-80;-80;-80
21:04:14.640;-31;-80;-80;-80;-80;-80;-80;-80
21:04:14.890;-34.5;-80;-80;-80;-80;-80;-80;-80
21:04:15.140;-35;-80;-80;-80;-80;-80;-80;-80
21:04:15.390;-35.5;-80;-61;-80;-80;-80;-80;-80
21:04:15.640;-31;-80;-80;-80;-80;-80;-80;-80
21:04:15.890;-31;-80;-80;-80;-80;-80;-80;-80
21:04:16.140;-33.5;-80;-60.5;-80;-80;-80;-80;-80
21:04:16.656;-31;-80;-80;-80;-80;-80;-80;-80
21:04:16.890;-33.5;-80;-80;-80;-80;-80;-80;-80
21:04:17.406;-31;-80;-80;-80;-80;-80;-80;-80
21:04:17.890;-32.5;-80;-80;-80;-80;-80;-80;-80
21:04:18.406;-33;-80;-80;-80;-80;-80;-80;-80
21:04:18.656;-35;-80;-80;-62.5;-80;-80;-80;-80
21:04:18.890;-32.5;-80;-80;-80;-80;-80;-80;-80
21:04:19.140;-35;-80;-80;-80;-80;-80;-80;-80
21:04:19.390;-31;-80;-80;-80;-80;-80;-80;-80
21:04:20.140;-35;-80;-80;-80;-80;-80;-80;-80
21:04:20.406;-32.5;-80;-80;-80;-80;-80;-80;-80
21:04:20.640;-31.5;-80;-80;-80;-80;-80;-80;-80
21:04:20.906;-35;-80;-80;-80;-80;-80;-80;-80
21:04:21.156;-32;-80;-80;-80;-80;-80;-80;-80
21:04:21.406;-31.5;-80;-80;-80;-80;-80;-80;-80
21:04:21.640;-34.5;-80;-80;-80;-80;-80;-80;-80
21:04:21.890;-33;-80;-80;-80;-80;-80;-80;-80
21:04:22.140;-32;-80;-80;-80;-80;-80;-80;-80
21:04:22.390;-36;-80;-80;-80;-80;-80;-80;-80
21:04:22.906;-35.5;-80;-80;-80;-80;-80;-80;-80
21:04:23.390;-32.5;-80;-80;-61;-80;-80;-80;-80
